Record_ID,Country,ISO_Code,Join_Year,Years_In_NATO,Founding_Member,Nuclear_Sharing,Region,Capital,Area_km2,Government_Type,Alliance_Role,Year,Population_M,GDP_Billion_USD,GDP_Per_Capita_USD,Inflation_Rate_Pct,Unemployment_Rate_Pct,Defense_Budget_Billion_USD,Defense_GDP_Percent,Meets_2_Percent_Target,Active_Military_Personnel,Reserve_Personnel,Total_Military_Personnel,NATO_Contribution_Rank,Interoperability_Score,Training_Exercises_Per_Year
696,Italy,ITA,1949,44,Yes,Yes,Southern Europe,Rome,301340,Federal Republic,Contributing Nation,1993,73.74,4595.08,62314.62,11.28,17.66,174.61,3.8,Yes,713727,341770,1055497,22,82.9,8
697,Italy,ITA,1949,45,Yes,Yes,Southern Europe,Rome,301340,Constitutional Monarchy,Framework Nation,1994,73.23,4216.89,57584.19,7.09,14.75,120.6,2.86,Yes,407539,474650,882189,27,78.8,41
698,Italy,ITA,1949,46,Yes,Yes,Southern Europe,Rome,301340,Constitutional Monarchy,Framework Nation,1995,74.61,4482.77,60082.7,4.08,10.72,76.21,1.7,No,128359,67441,195800,10,65.7,21
699,Italy,ITA,1949,47,Yes,Yes,Southern Europe,Rome,301340,Presidential Republic,Contributing Nation,1996,75.17,4636.44,61679.39,8.06,4.89,86.24,1.86,No,1087154,307963,1395117,4,76.5,14
700,Italy,ITA,1949,48,Yes,Yes,Southern Europe,Rome,301340,Federal Republic,Contributing Nation,1997,74.33,4931.26,66342.8,2.68,11.51,148.43,3.01,Yes,144953,179571,324524,22,93.2,38
701,Italy,ITA,1949,49,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Republic,Lead Nation,1998,74.95,4978.49,66424.15,5.72,17.78,145.87,2.93,Yes,341825,55470,397295,15,95.9,42
702,Italy,ITA,1949,50,Yes,Yes,Southern Europe,Rome,301340,Constitutional Monarchy,Lead Nation,1999,75.56,4544.59,60145.45,8.95,21.05,75.44,1.66,No,502759,252549,755308,14,75.6,2
703,Italy,ITA,1949,51,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Monarchy,Framework Nation,2000,74.97,4688.65,62540.35,3.84,5.89,53.45,1.14,No,243069,75159,318228,3,98.0,14
704,Italy,ITA,1949,52,Yes,Yes,Southern Europe,Rome,301340,Presidential Republic,Full Member,2001,76.56,4628.53,60456.24,10.25,6.92,68.04,1.47,No,367001,178662,545663,12,92.9,8
705,Italy,ITA,1949,53,Yes,Yes,Southern Europe,Rome,301340,Presidential Republic,Framework Nation,2002,76.09,4557.9,59901.43,11.27,8.1,143.12,3.14,Yes,234218,177910,412128,24,85.8,35
706,Italy,ITA,1949,54,Yes,Yes,Southern Europe,Rome,301340,Presidential Republic,Host Nation,2003,77.17,5267.89,68263.44,2.16,20.48,220.72,4.19,Yes,138606,62624,201230,25,87.1,22
707,Italy,ITA,1949,55,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Monarchy,Framework Nation,2004,76.49,5060.14,66154.27,7.58,5.78,208.48,4.12,Yes,98378,400574,498952,10,72.8,5
708,Italy,ITA,1949,56,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Republic,Lead Nation,2005,76.61,5134.52,67021.54,10.69,6.18,93.45,1.82,No,1067418,306727,1374145,5,66.5,26
709,Italy,ITA,1949,57,Yes,Yes,Southern Europe,Rome,301340,Constitutional Monarchy,Contributing Nation,2006,77.5,5274.93,68063.61,5.84,8.44,159.83,3.03,Yes,1047114,272549,1319663,31,87.9,33
710,Italy,ITA,1949,58,Yes,Yes,Southern Europe,Rome,301340,Presidential Republic,Lead Nation,2007,78.0,5129.27,65759.87,0.92,6.39,144.65,2.82,Yes,1226200,341149,1567349,16,75.4,21
711,Italy,ITA,1949,59,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Republic,Framework Nation,2008,77.55,5146.13,66358.87,6.83,4.69,110.13,2.14,Yes,786059,133946,920005,29,80.2,16
712,Italy,ITA,1949,60,Yes,Yes,Southern Europe,Rome,301340,Federal Republic,Framework Nation,2009,78.58,5315.0,67638.08,5.88,10.18,129.69,2.44,Yes,895101,237033,1132134,18,74.9,13
713,Italy,ITA,1949,61,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Republic,Framework Nation,2010,78.02,5262.47,67450.27,10.19,12.26,93.67,1.78,No,174344,154912,329256,15,63.8,6
714,Italy,ITA,1949,62,Yes,Yes,Southern Europe,Rome,301340,Constitutional Monarchy,Host Nation,2011,78.73,5253.47,66727.68,3.98,18.31,141.84,2.7,Yes,691969,131584,823553,9,98.9,36
715,Italy,ITA,1949,63,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Monarchy,Full Member,2012,78.98,5723.23,72464.29,11.96,20.92,53.23,0.93,No,728440,411084,1139524,31,85.5,11
716,Italy,ITA,1949,64,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Monarchy,Lead Nation,2013,79.95,5742.92,71831.39,3.19,13.74,94.76,1.65,No,441639,249242,690881,30,73.3,7
717,Italy,ITA,1949,65,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Republic,Framework Nation,2014,80.33,5371.56,66868.67,5.54,19.06,81.65,1.52,No,877454,110382,987836,9,82.5,10
718,Italy,ITA,1949,66,Yes,Yes,Southern Europe,Rome,301340,Federal Republic,Lead Nation,2015,80.2,5416.87,67542.02,4.58,6.51,180.38,3.33,Yes,1383204,437912,1821116,20,72.7,3
719,Italy,ITA,1949,67,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Monarchy,Contributing Nation,2016,79.92,5674.16,70998.0,7.74,14.06,57.31,1.01,No,694085,298395,992480,26,98.2,15
720,Italy,ITA,1949,68,Yes,Yes,Southern Europe,Rome,301340,Constitutional Monarchy,Full Member,2017,80.62,6029.9,74794.1,4.28,21.24,66.93,1.11,No,997180,57457,1054637,11,64.1,37
721,Italy,ITA,1949,69,Yes,Yes,Southern Europe,Rome,301340,Federal Republic,Framework Nation,2018,81.27,5467.62,67277.22,2.79,20.23,198.47,3.63,Yes,57784,98380,156164,14,69.1,44
722,Italy,ITA,1949,70,Yes,Yes,Southern Europe,Rome,301340,Federal Republic,Host Nation,2019,81.19,5798.31,71416.55,4.26,20.2,139.16,2.4,Yes,24667,90586,115253,8,65.0,28
723,Italy,ITA,1949,71,Yes,Yes,Southern Europe,Rome,301340,Federal Republic,Host Nation,2020,82.45,5813.35,70507.58,10.51,8.2,65.69,1.13,No,434519,68621,503140,20,82.9,34
724,Italy,ITA,1949,72,Yes,Yes,Southern Europe,Rome,301340,Presidential Republic,Contributing Nation,2021,81.52,6062.2,74364.57,1.24,9.98,146.1,2.41,Yes,300746,234191,534937,22,95.5,33
725,Italy,ITA,1949,73,Yes,Yes,Southern Europe,Rome,301340,Constitutional Monarchy,Lead Nation,2022,82.7,5903.1,71379.69,10.63,11.13,165.29,2.8,Yes,605294,339346,944640,12,76.2,13
726,Italy,ITA,1949,74,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Republic,Host Nation,2023,82.54,6324.04,76617.88,8.53,3.91,209.96,3.32,Yes,1383691,96677,1480368,11,70.7,42
727,Italy,ITA,1949,75,Yes,Yes,Southern Europe,Rome,301340,Parliamentary Monarchy,Full Member,2024,82.19,6073.15,73891.59,6.18,21.85,188.27,3.1,Yes,457116,476939,934055,24,63.0,8
728,Latvia,LVA,2004,0,No,No,Northern Europe,Riga,64589,Parliamentary Republic,Full Member,2004,1.8,38.92,21622.22,2.88,2.89,1.35,3.47,Yes,347192,133022,480214,30,74.9,27
729,Latvia,LVA,2004,1,No,No,Northern Europe,Riga,64589,Federal Republic,Lead Nation,2005,1.79,41.86,23385.47,11.05,8.54,0.93,2.21,Yes,242007,372272,614279,30,62.7,37
730,Latvia,LVA,2004,2,No,No,Northern Europe,Riga,64589,Parliamentary Republic,Contributing Nation,2006,1.82,41.74,22934.07,3.71,5.23,1.36,3.25,Yes,988813,430639,1419452,7,66.9,9
731,Latvia,LVA,2004,3,No,No,Northern Europe,Riga,64589,Presidential Republic,Host Nation,2007,1.81,42.02,23215.47,3.64,10.81,0.92,2.19,Yes,25010,355643,380653,3,94.8,36
732,Latvia,LVA,2004,4,No,No,Northern Europe,Riga,64589,Parliamentary Republic,Lead Nation,2008,1.85,41.09,22210.81,8.12,15.2,1.31,3.2,Yes,1098047,336574,1434621,20,77.3,40
733,Latvia,LVA,2004,5,No,No,Northern Europe,Riga,64589,Parliamentary Republic,Lead Nation,2009,1.85,40.73,22016.22,10.95,6.0,1.41,3.45,Yes,525158,196921,722079,2,98.6,23
734,Latvia,LVA,2004,6,No,No,Northern Europe,Riga,64589,Presidential Republic,Full Member,2010,1.84,46.74,25402.17,10.11,15.28,1.47,3.14,Yes,204091,418317,622408,27,80.0,22
735,Latvia,LVA,2004,7,No,No,Northern Europe,Riga,64589,Presidential Republic,Full Member,2011,1.87,44.57,23834.22,11.3,4.42,1.32,2.97,Yes,1137532,207627,1345159,23,72.6,2
736,Latvia,LVA,2004,8,No,No,Northern Europe,Riga,64589,Parliamentary Monarchy,Framework Nation,2012,1.87,46.04,24620.32,1.26,18.3,0.89,1.94,No,963622,115893,1079515,3,62.6,15
737,Latvia,LVA,2004,9,No,No,Northern Europe,Riga,64589,Parliamentary Monarchy,Host Nation,2013,1.88,47.06,25031.91,6.67,21.81,1.61,3.43,Yes,215018,374071,589089,17,97.4,40
738,Latvia,LVA,2004,10,No,No,Northern Europe,Riga,64589,Constitutional Monarchy,Lead Nation,2014,1.89,47.43,25095.24,2.52,17.23,1.41,2.98,Yes,280277,174588,454865,5,73.1,40
739,Latvia,LVA,2004,11,No,No,Northern Europe,Riga,64589,Presidential Republic,Full Member,2015,1.9,52.46,27610.53,7.26,21.77,1.25,2.38,Yes,488931,264437,753368,8,72.0,29
740,Latvia,LVA,2004,12,No,No,Northern Europe,Riga,64589,Presidential Republic,Full Member,2016,1.89,52.39,27719.58,3.91,5.03,1.55,2.95,Yes,786932,261976,1048908,16,96.0,40
741,Latvia,LVA,2004,13,No,No,Northern Europe,Riga,64589,Parliamentary Republic,Contributing Nation,2017,1.93,55.07,28533.68,4.15,17.74,1.3,2.36,Yes,283078,146318,429396,27,85.3,20
742,Latvia,LVA,2004,14,No,No,Northern Europe,Riga,64589,Presidential Republic,Host Nation,2018,1.93,54.36,28165.8,2.87,3.08,0.9,1.66,No,720253,127508,847761,25,80.3,13
743,Latvia,LVA,2004,15,No,No,Northern Europe,Riga,64589,Presidential Republic,Host Nation,2019,1.95,53.06,27210.26,1.1,21.84,0.49,0.92,No,148269,101407,249676,6,66.8,37
744,Latvia,LVA,2004,16,No,No,Northern Europe,Riga,64589,Presidential Republic,Host Nation,2020,1.93,56.99,29528.5,8.84,8.23,2.26,3.97,Yes,165422,223972,389394,28,66.9,17
745,Latvia,LVA,2004,17,No,No,Northern Europe,Riga,64589,Constitutional Monarchy,Lead Nation,2021,1.97,53.9,27360.41,10.42,11.62,1.51,2.8,Yes,423868,143033,566901,25,66.5,30
746,Latvia,LVA,2004,18,No,No,Northern Europe,Riga,64589,Federal Republic,Lead Nation,2022,1.96,55.79,28464.29,11.47,11.64,1.62,2.91,Yes,328400,430208,758608,6,89.6,21
747,Latvia,LVA,2004,19,No,No,Northern Europe,Riga,64589,Federal Republic,Contributing Nation,2023,1.98,58.14,29363.64,5.83,11.07,0.81,1.4,No,541079,199965,741044,31,62.8,10
748,Latvia,LVA,2004,20,No,No,Northern Europe,Riga,64589,Constitutional Monarchy,Lead Nation,2024,2.0,60.11,30055.0,10.41,16.61,0.93,1.55,No,10267,7228,17495,26,96.1,27
749,Lithuania,LTU,2004,0,No,No,Northern Europe,Vilnius,65300,Parliamentary Republic,Lead Nation,2004,2.8,70.77,25275.0,1.32,19.7,1.51,2.13,Yes,1345876,308943,1654819,11,67.6,29
750,Lithuania,LTU,2004,1,No,No,Northern Europe,Vilnius,65300,Constitutional Monarchy,Full Member,2005,2.83,72.42,25590.11,8.65,14.7,2.5,3.45,Yes,732522,267681,1000203,25,96.1,17
751,Lithuania,LTU,2004,2,No,No,Northern Europe,Vilnius,65300,Presidential Republic,Framework Nation,2006,2.85,67.21,23582.46,8.28,15.95,0.68,1.01,No,1324703,370940,1695643,30,96.8,11
752,Lithuania,LTU,2004,3,No,No,Northern Europe,Vilnius,65300,Federal Republic,Lead Nation,2007,2.87,68.92,24013.94,1.84,3.85,1.99,2.89,Yes,340037,6968,347005,6,80.2,14
753,Lithuania,LTU,2004,4,No,No,Northern Europe,Vilnius,65300,Federal Republic,Contributing Nation,2008,2.85,76.88,26975.44,11.63,15.17,1.11,1.45,No,635300,262983,898283,20,88.6,7
754,Lithuania,LTU,2004,5,No,No,Northern Europe,Vilnius,65300,Federal Republic,Framework Nation,2009,2.89,70.61,24432.53,9.11,20.6,1.97,2.79,Yes,300791,141544,442335,1,98.5,33
755,Lithuania,LTU,2004,6,No,No,Northern Europe,Vilnius,65300,Presidential Republic,Host Nation,2010,2.9,71.03,24493.1,8.03,16.66,0.8,1.13,No,1102425,219045,1321470,24,67.3,10
756,Lithuania,LTU,2004,7,No,No,Northern Europe,Vilnius,65300,Parliamentary Republic,Host Nation,2011,2.92,74.72,25589.04,9.87,5.71,1.12,1.5,No,946604,297819,1244423,13,70.1,28
757,Lithuania,LTU,2004,8,No,No,Northern Europe,Vilnius,65300,Parliamentary Republic,Framework Nation,2012,2.89,79.02,27342.56,1.42,3.71,3.09,3.91,Yes,1336198,87597,1423795,5,73.3,39
758,Lithuania,LTU,2004,9,No,No,Northern Europe,Vilnius,65300,Parliamentary Monarchy,Full Member,2013,2.94,78.32,26639.46,3.56,21.1,1.96,2.5,Yes,21436,32511,53947,7,68.2,2
759,Lithuania,LTU,2004,10,No,No,Northern Europe,Vilnius,65300,Parliamentary Monarchy,Lead Nation,2014,2.97,81.56,27461.28,6.09,17.14,2.14,2.62,Yes,558998,489203,1048201,22,74.5,23
760,Lithuania,LTU,2004,11,No,No,Northern Europe,Vilnius,65300,Constitutional Monarchy,Framework Nation,2015,2.98,90.58,30395.97,4.85,3.14,3.26,3.6,Yes,1396270,209413,1605683,7,60.1,27
761,Lithuania,LTU,2004,12,No,No,Northern Europe,Vilnius,65300,Presidential Republic,Framework Nation,2016,2.95,89.04,30183.05,10.49,7.59,3.41,3.83,Yes,1263795,64932,1328727,29,84.1,44
762,Lithuania,LTU,2004,13,No,No,Northern Europe,Vilnius,65300,Parliamentary Republic,Framework Nation,2017,2.99,92.54,30949.83,11.51,18.25,2.41,2.6,Yes,8062,335034,343096,3,97.8,22
763,Lithuania,LTU,2004,14,No,No,Northern Europe,Vilnius,65300,Federal Republic,Full Member,2018,3.0,91.87,30623.33,1.44,10.56,1.53,1.67,No,1286199,416763,1702962,25,71.5,14
764,Lithuania,LTU,2004,15,No,No,Northern Europe,Vilnius,65300,Constitutional Monarchy,Contributing Nation,2019,3.03,94.01,31026.4,1.97,17.94,3.54,3.77,Yes,1059799,17143,1076942,30,66.6,30
765,Lithuania,LTU,2004,16,No,No,Northern Europe,Vilnius,65300,Parliamentary Republic,Full Member,2020,3.03,98.88,32633.66,2.46,20.88,2.46,2.49,Yes,511854,111460,623314,28,98.7,3
766,Lithuania,LTU,2004,17,No,No,Northern Europe,Vilnius,65300,Parliamentary Republic,Host Nation,2021,3.06,90.12,29450.98,8.77,15.32,3.58,3.97,Yes,589453,116040,705493,32,63.5,23
767,Lithuania,LTU,2004,18,No,No,Northern Europe,Vilnius,65300,Federal Republic,Contributing Nation,2022,3.07,101.29,32993.49,7.91,9.54,4.02,3.97,Yes,1261216,34404,1295620,28,91.5,16
768,Lithuania,LTU,2004,19,No,No,Northern Europe,Vilnius,65300,Parliamentary Republic,Contributing Nation,2023,3.04,94.64,31131.58,7.31,5.76,1.76,1.86,No,715030,388777,1103807,24,65.0,22
769,Lithuania,LTU,2004,20,No,No,Northern Europe,Vilnius,65300,Federal Republic,Framework Nation,2024,3.05,105.93,34731.15,6.66,18.94,2.97,2.8,Yes,131282,309861,441143,24,91.1,10
770,Luxembourg,LUX,1949,0,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Framework Nation,1949,0.6,82.53,137550.0,6.69,11.21,2.39,2.89,Yes,830530,5317,835847,15,79.5,31
771,Luxembourg,LUX,1949,1,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Framework Nation,1950,0.61,80.19,131459.02,4.18,12.05,1.48,1.84,No,73524,314485,388009,31,84.6,15
772,Luxembourg,LUX,1949,2,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Full Member,1951,0.6,86.35,143916.67,10.02,6.21,2.78,3.22,Yes,700154,80559,780713,12,93.4,27
773,Luxembourg,LUX,1949,3,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Framework Nation,1952,0.61,85.98,140950.82,6.8,8.75,3.09,3.59,Yes,335352,11806,347158,26,75.3,35
774,Luxembourg,LUX,1949,4,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Full Member,1953,0.62,93.4,150645.16,1.62,8.47,1.71,1.83,No,1150760,206950,1357710,20,77.8,12
775,Luxembourg,LUX,1949,5,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Framework Nation,1954,0.61,93.59,153426.23,3.01,16.97,2.21,2.36,Yes,305215,110477,415692,7,86.5,11
776,Luxembourg,LUX,1949,6,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Host Nation,1955,0.62,93.01,150016.13,1.15,9.11,3.85,4.14,Yes,354289,485983,840272,4,64.6,34
777,Luxembourg,LUX,1949,7,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Lead Nation,1956,0.63,98.73,156714.29,5.15,2.68,2.82,2.86,Yes,1316356,379324,1695680,32,71.8,40
778,Luxembourg,LUX,1949,8,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Framework Nation,1957,0.62,105.04,169419.35,9.44,19.3,3.2,3.05,Yes,1382514,47482,1429996,29,74.3,9
779,Luxembourg,LUX,1949,9,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Lead Nation,1958,0.63,95.41,151444.44,0.76,13.46,1.24,1.3,No,1070520,118430,1188950,18,87.1,8
780,Luxembourg,LUX,1949,10,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Framework Nation,1959,0.63,107.11,170015.87,5.49,13.43,1.61,1.5,No,1353317,368936,1722253,5,87.8,36
781,Luxembourg,LUX,1949,11,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Full Member,1960,0.63,100.3,159206.35,6.67,18.24,3.59,3.58,Yes,1167642,429085,1596727,8,89.4,15
782,Luxembourg,LUX,1949,12,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Full Member,1961,0.63,113.97,180904.76,2.57,13.09,4.4,3.86,Yes,1257909,364993,1622902,3,65.0,15
783,Luxembourg,LUX,1949,13,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Contributing Nation,1962,0.64,111.38,174031.25,11.77,12.12,1.33,1.19,No,74911,44860,119771,11,76.5,44
784,Luxembourg,LUX,1949,14,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Host Nation,1963,0.65,103.33,158969.23,9.5,15.18,1.95,1.89,No,1090851,474781,1565632,32,87.1,35
785,Luxembourg,LUX,1949,15,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Host Nation,1964,0.65,119.67,184107.69,8.41,15.25,5.01,4.19,Yes,1072285,110516,1182801,3,67.3,21
786,Luxembourg,LUX,1949,16,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Lead Nation,1965,0.64,120.96,189000.0,7.31,7.55,1.95,1.61,No,1159276,113767,1273043,5,81.4,18
787,Luxembourg,LUX,1949,17,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Contributing Nation,1966,0.65,115.34,177446.15,3.42,10.51,4.48,3.88,Yes,176096,495816,671912,14,62.8,19
788,Luxembourg,LUX,1949,18,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Host Nation,1967,0.65,127.61,196323.08,8.06,18.41,4.08,3.2,Yes,781938,296010,1077948,27,92.0,22
789,Luxembourg,LUX,1949,19,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Contributing Nation,1968,0.65,129.76,199630.77,1.39,4.49,3.02,2.33,Yes,1267356,130260,1397616,27,62.6,42
790,Luxembourg,LUX,1949,20,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Lead Nation,1969,0.66,116.35,176287.88,9.68,7.47,4.54,3.9,Yes,308375,456030,764405,15,74.8,8
791,Luxembourg,LUX,1949,21,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Framework Nation,1970,0.66,130.48,197696.97,9.95,11.79,1.71,1.31,No,644381,309214,953595,19,81.5,40
792,Luxembourg,LUX,1949,22,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Contributing Nation,1971,0.66,120.4,182424.24,4.47,16.83,1.28,1.06,No,818473,95224,913697,26,78.6,10
793,Luxembourg,LUX,1949,23,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Full Member,1972,0.67,125.25,186940.3,2.14,13.35,3.97,3.17,Yes,1380509,66753,1447262,24,87.6,17
794,Luxembourg,LUX,1949,24,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Lead Nation,1973,0.67,134.97,201447.76,9.68,12.04,3.08,2.28,Yes,922065,186098,1108163,15,71.9,7
795,Luxembourg,LUX,1949,25,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Host Nation,1974,0.67,142.12,212119.4,1.41,16.6,3.18,2.24,Yes,190538,333253,523791,4,63.3,20
796,Luxembourg,LUX,1949,26,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Lead Nation,1975,0.68,136.82,201205.88,6.35,16.62,3.46,2.53,Yes,890658,355460,1246118,8,75.8,41
797,Luxembourg,LUX,1949,27,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Contributing Nation,1976,0.67,131.87,196820.9,6.64,8.9,4.8,3.64,Yes,892745,368860,1261605,3,83.7,12
798,Luxembourg,LUX,1949,28,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Framework Nation,1977,0.68,143.33,210779.41,1.36,18.79,5.46,3.81,Yes,473503,92152,565655,4,76.5,26
799,Luxembourg,LUX,1949,29,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Framework Nation,1978,0.68,135.42,199147.06,6.7,17.33,5.55,4.1,Yes,525295,436564,961859,20,78.8,18
800,Luxembourg,LUX,1949,30,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Full Member,1979,0.69,138.24,200347.83,4.01,20.66,4.62,3.34,Yes,457553,484447,942000,30,94.8,33
801,Luxembourg,LUX,1949,31,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Lead Nation,1980,0.69,137.03,198594.2,1.73,8.99,1.26,0.92,No,627186,186041,813227,23,60.3,29
802,Luxembourg,LUX,1949,32,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Framework Nation,1981,0.7,147.98,211400.0,1.92,11.75,1.75,1.18,No,323854,215835,539689,15,78.4,25
803,Luxembourg,LUX,1949,33,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Host Nation,1982,0.69,145.98,211565.22,11.88,15.13,3.37,2.31,Yes,566644,57487,624131,9,73.8,29
804,Luxembourg,LUX,1949,34,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Framework Nation,1983,0.7,141.72,202457.14,3.78,4.67,5.41,3.82,Yes,233582,99887,333469,3,66.3,14
805,Luxembourg,LUX,1949,35,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Framework Nation,1984,0.71,164.0,230985.92,6.12,11.91,6.67,4.07,Yes,250625,221275,471900,26,79.6,26
806,Luxembourg,LUX,1949,36,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Full Member,1985,0.71,148.3,208873.24,4.46,2.27,6.02,4.06,Yes,266000,82048,348048,22,76.8,40
807,Luxembourg,LUX,1949,37,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Contributing Nation,1986,0.71,163.69,230549.3,9.25,6.95,3.81,2.33,Yes,1020567,43813,1064380,12,69.7,9
808,Luxembourg,LUX,1949,38,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Contributing Nation,1987,0.71,168.67,237563.38,5.95,17.65,7.05,4.18,Yes,901511,104525,1006036,12,67.4,39
809,Luxembourg,LUX,1949,39,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Lead Nation,1988,0.71,165.48,233070.42,3.65,5.84,2.3,1.39,No,843051,20615,863666,2,84.0,7
810,Luxembourg,LUX,1949,40,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Contributing Nation,1989,0.72,173.0,240277.78,3.05,10.52,3.74,2.16,Yes,1329647,121834,1451481,28,85.1,21
811,Luxembourg,LUX,1949,41,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Full Member,1990,0.73,157.56,215835.62,4.18,2.95,3.31,2.1,Yes,878265,129982,1008247,4,85.8,22
812,Luxembourg,LUX,1949,42,Yes,No,Western Europe,Luxembourg City,2586,Constitutional Monarchy,Framework Nation,1991,0.73,161.91,221794.52,2.63,20.97,3.98,2.46,Yes,212812,226419,439231,20,64.3,44
813,Luxembourg,LUX,1949,43,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Contributing Nation,1992,0.73,159.15,218013.7,9.02,9.23,4.33,2.72,Yes,696101,189541,885642,24,69.3,19
814,Luxembourg,LUX,1949,44,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Host Nation,1993,0.74,165.81,224067.57,9.04,4.41,3.6,2.17,Yes,275147,330570,605717,13,87.5,8
815,Luxembourg,LUX,1949,45,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Host Nation,1994,0.73,164.48,225315.07,2.82,16.42,4.44,2.7,Yes,995966,399476,1395442,13,76.3,18
816,Luxembourg,LUX,1949,46,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Lead Nation,1995,0.74,186.65,252229.73,10.79,10.97,6.36,3.41,Yes,1176630,182605,1359235,5,78.8,35
817,Luxembourg,LUX,1949,47,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Contributing Nation,1996,0.73,189.81,260013.7,8.51,4.58,4.86,2.56,Yes,1258016,144232,1402248,4,91.0,14
818,Luxembourg,LUX,1949,48,Yes,No,Western Europe,Luxembourg City,2586,Federal Republic,Contributing Nation,1997,0.75,187.16,249546.67,2.4,17.01,4.14,2.21,Yes,1078361,39814,1118175,25,75.6,19
819,Luxembourg,LUX,1949,49,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Lead Nation,1998,0.75,175.6,234133.33,0.6,20.57,1.6,0.91,No,1243250,365782,1609032,17,71.8,16
820,Luxembourg,LUX,1949,50,Yes,No,Western Europe,Luxembourg City,2586,Presidential Republic,Framework Nation,1999,0.74,179.9,243108.11,6.64,7.84,3.22,1.79,No,471114,24414,495528,9,70.5,5
821,Luxembourg,LUX,1949,51,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Monarchy,Framework Nation,2000,0.76,190.97,251276.32,0.52,8.95,3.28,1.72,No,1122626,61414,1184040,21,63.2,37
822,Luxembourg,LUX,1949,52,Yes,No,Western Europe,Luxembourg City,2586,Parliamentary Republic,Framework Nation,2001,0.76,183.04,240842.11,11.83,14.52,2.45,1.34,No,619940,170702,790642,15,88.5,19
